% Dataset used in the tabular data benchmark https://github.com/LeoGrin/tabular-benchmark, transformed in the same way. This dataset belongs to the "classification on numerical features" benchmark. Original description: 
%  
% **Author**: Paulo Cortez, Sergio Moro
% **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/bank+marketing)
% **Please cite**: S. Moro, R. Laureano and P. Cortez. Using Data Mining for Bank Direct Marketing: An Application of the CRISP-DM Methodology. In P. Novais et al. (Eds.), Proceedings of the European Simulation and Modelling Conference - ESM'2011, pp. 117-121, Guimaraes, Portugal, October, 2011. EUROSIS.       
%
% **Bank Marketing**  
% The data is related with direct marketing campaigns of a Portuguese banking institution. The marketing campaigns were based on phone calls. Often, more than one contact to the same client was required, in order to access if the product (bank term deposit) would be (or not) subscribed. 
%
% The classification goal is to predict if the client will subscribe a term deposit (variable y).
%
% ### Attribute information  
% For more information, read [Moro et al., 2011].
%
% Input variables:
%
% - bank client data:
%
% 1 - age (numeric) 
%
% 2 - job : type of job (categorical: "admin.","unknown","unemployed","management","housemaid","entrepreneur", "student","blue-collar","self-employed","retired","technician","services") 
%
% 3 - marital : marital status (categorical: "married","divorced","single"; note: "divorced"  means divorced or widowed) 
%
% 4 - education (categorical: "unknown","secondary","primary","tertiary") 
%
% 5 - default: has credit in default? (binary: "yes","no") 
%
% 6 - balance: average yearly balance, in euros (numeric) 
%
% 7 - housing: has housing loan? (binary: "yes","no") 
%
% 8 - loan: has personal loan? (binary: "yes","no")
%
% - related with the last contact of the current campaign:
%
% 9 - contact: contact communication type (categorical: "unknown","telephone","cellular")
%
% 10 - day: last contact day of the month (numeric)
%
% 11 - month: last contact month of year (categorical: "jan", "feb", "mar", ..., "nov", "dec")
%
% 12 - duration: last contact duration, in seconds (numeric)
%
% - other attributes:
%
% 13 - campaign: number of contacts performed during this campaign and for this client (numeric, includes last contact)
%
% 14 - pdays: number of days that passed by after the client was last contacted from a previous campaign (numeric, -1 means client was not previously contacted) 
%
% 15 - previous: number of contacts performed before this campaign and for this client (numeric) 
%
% 16 - poutcome: outcome of the previous marketing campaign (categorical: "unknown","other","failure","success")
%  
% - output variable (desired target):
%
% 17 - y - has the client subscribed a term deposit? (binary: "yes","no")
@RELATION bank-marketing

@ATTRIBUTE V1 REAL
@ATTRIBUTE V6 REAL
@ATTRIBUTE V10 REAL
@ATTRIBUTE V12 REAL
@ATTRIBUTE V13 REAL
@ATTRIBUTE V14 REAL
@ATTRIBUTE V15 REAL
@ATTRIBUTE Class {1, 2}

@DATA
43.0,1696.0,26.0,257.0,1.0,474.0,3.0,2
25.0,331.0,26.0,170.0,4.0,-1.0,0.0,2
57.0,854.0,27.0,700.0,4.0,92.0,1.0,2
28.0,223.0,27.0,157.0,2.0,119.0,1.0,2
36.0,40.0,27.0,259.0,3.0,475.0,4.0,2
66.0,2048.0,27.0,212.0,1.0,-1.0,0.0,2
33.0,3689.0,27.0,445.0,3.0,-1.0,0.0,2
36.0,539.0,27.0,398.0,2.0,477.0,1.0,2
29.0,590.0,27.0,81.0,1.0,94.0,1.0,2
62.0,780.0,28.0,162.0,2.0,-1.0,0.0,2
34.0,1464.0,28.0,207.0,3.0,130.0,5.0,2
29.0,1311.0,28.0,622.0,1.0,-1.0,0.0,2
30.0,7.0,28.0,173.0,1.0,164.0,4.0,2
32.0,636.0,28.0,370.0,1.0,116.0,4.0,2
39.0,24277.0,28.0,261.0,1.0,-1.0,0.0,2
55.0,1872.0,28.0,155.0,2.0,93.0,8.0,2
36.0,490.0,28.0,207.0,8.0,98.0,1.0,2
27.0,118.0,31.0,160.0,3.0,98.0,1.0,2
45.0,4119.0,31.0,473.0,2.0,283.0,1.0,2
55.0,1504.0,31.0,186.0,3.0,101.0,2.0,2
52.0,2087.0,31.0,267.0,1.0,474.0,1.0,2
49.0,5689.0,31.0,470.0,1.0,97.0,3.0,2
25.0,1231.0,31.0,271.0,2.0,-1.0,0.0,2
30.0,201.0,31.0,219.0,1.0,157.0,12.0,2
33.0,1429.0,31.0,268.0,8.0,-1.0,0.0,2
39.0,119.0,1.0,265.0,2.0,476.0,4.0,2
48.0,17964.0,1.0,120.0,1.0,98.0,5.0,2
36.0,1113.0,1.0,212.0,1.0,-1.0,0.0,2
27.0,1596.0,1.0,82.0,1.0,-1.0,0.0,2
51.0,2635.0,1.0,181.0,1.0,98.0,2.0,2
25.0,162.0,1.0,531.0,2.0,-1.0,0.0,2
48.0,568.0,2.0,378.0,2.0,386.0,1.0,2
70.0,2626.0,2.0,140.0,2.0,-1.0,0.0,2
63.0,4752.0,2.0,233.0,2.0,-1.0,0.0,2
34.0,528.0,2.0,121.0,3.0,100.0,5.0,2
46.0,2552.0,3.0,260.0,1.0,94.0,8.0,2
71.0,653.0,3.0,471.0,1.0,189.0,1.0,2
44.0,2033.0,3.0,444.0,1.0,99.0,1.0,2
31.0,3343.0,3.0,365.0,1.0,94.0,1.0,2
32.0,995.0,3.0,331.0,1.0,99.0,2.0,2
40.0,7968.0,3.0,733.0,1.0,93.0,1.0,2
62.0,0.0,3.0,299.0,1.0,-1.0,0.0,2
30.0,0.0,4.0,316.0,3.0,-1.0,0.0,2
55.0,2587.0,4.0,328.0,2.0,94.0,2.0,2
60.0,5267.0,4.0,520.0,1.0,-1.0,0.0,2
57.0,6468.0,4.0,730.0,1.0,157.0,4.0,2
59.0,4744.0,4.0,879.0,1.0,-1.0,0.0,2
31.0,882.0,4.0,293.0,1.0,93.0,1.0,2
26.0,1231.0,4.0,230.0,1.0,93.0,7.0,2
73.0,3443.0,4.0,770.0,3.0,-1.0,0.0,2
30.0,2568.0,4.0,563.0,1.0,100.0,4.0,2
35.0,80.0,4.0,434.0,2.0,94.0,1.0,2
64.0,1644.0,7.0,569.0,4.0,-1.0,0.0,2
36.0,1354.0,7.0,281.0,3.0,97.0,2.0,2
55.0,602.0,7.0,350.0,1.0,98.0,5.0,2
63.0,1795.0,7.0,219.0,1.0,-1.0,0.0,2
35.0,7918.0,7.0,497.0,1.0,-1.0,0.0,2
52.0,0.0,7.0,211.0,1.0,294.0,1.0,2
34.0,268.0,7.0,587.0,1.0,-1.0,0.0,2
36.0,52.0,7.0,351.0,1.0,95.0,6.0,2
31.0,924.0,7.0,231.0,1.0,94.0,3.0,2
45.0,1411.0,7.0,800.0,2.0,102.0,3.0,2
47.0,3033.0,8.0,293.0,1.0,-1.0,0.0,2
50.0,6574.0,8.0,495.0,1.0,92.0,3.0,2
70.0,0.0,8.0,206.0,1.0,-1.0,0.0,2
43.0,2160.0,8.0,261.0,1.0,98.0,1.0,2
18.0,108.0,8.0,169.0,1.0,-1.0,0.0,2
33.0,409.0,8.0,165.0,1.0,97.0,4.0,2
24.0,726.0,8.0,445.0,2.0,-1.0,0.0,2
25.0,1871.0,8.0,260.0,1.0,96.0,1.0,2
26.0,1094.0,8.0,137.0,1.0,-1.0,0.0,2
32.0,2915.0,8.0,519.0,1.0,131.0,2.0,2
25.0,480.0,8.0,140.0,1.0,-1.0,0.0,2
39.0,1587.0,8.0,108.0,2.0,98.0,3.0,2
58.0,1227.0,8.0,400.0,2.0,95.0,1.0,2
42.0,1205.0,8.0,376.0,2.0,-1.0,0.0,2
30.0,161.0,8.0,298.0,3.0,-1.0,0.0,2
76.0,802.0,9.0,475.0,5.0,-1.0,0.0,2
79.0,723.0,9.0,276.0,1.0,79.0,3.0,2
70.0,6538.0,9.0,394.0,1.0,-1.0,0.0,2
35.0,2161.0,9.0,569.0,3.0,-1.0,0.0,2
30.0,147.0,9.0,234.0,1.0,100.0,1.0,2
60.0,0.0,9.0,408.0,1.0,-1.0,0.0,2
50.0,3764.0,9.0,214.0,2.0,99.0,4.0,2
51.0,1416.0,9.0,345.0,1.0,-1.0,0.0,2
71.0,14220.0,9.0,397.0,1.0,-1.0,0.0,2
31.0,12569.0,9.0,344.0,1.0,295.0,1.0,2
32.0,555.0,9.0,344.0,1.0,-1.0,0.0,2
34.0,158.0,9.0,278.0,2.0,132.0,4.0,2
28.0,261.0,9.0,259.0,2.0,98.0,4.0,2
45.0,786.0,10.0,84.0,3.0,-1.0,0.0,2
32.0,889.0,10.0,185.0,1.0,99.0,5.0,2
53.0,27.0,10.0,230.0,3.0,-1.0,0.0,2
38.0,0.0,11.0,260.0,3.0,95.0,3.0,2
56.0,2815.0,11.0,212.0,1.0,-1.0,0.0,2
42.0,3082.0,11.0,285.0,1.0,-1.0,0.0,2
36.0,495.0,11.0,91.0,1.0,37.0,5.0,2
47.0,1233.0,11.0,91.0,1.0,100.0,2.0,2
73.0,739.0,11.0,210.0,1.0,-1.0,0.0,2
46.0,640.0,11.0,108.0,2.0,129.0,2.0,2
32.0,2.0,11.0,100.0,2.0,-1.0,0.0,2
73.0,1843.0,11.0,106.0,2.0,-1.0,0.0,2
28.0,322.0,11.0,240.0,2.0,95.0,3.0,2
46.0,7331.0,11.0,658.0,4.0,95.0,2.0,2
74.0,1765.0,11.0,290.0,2.0,-1.0,0.0,2
71.0,1236.0,14.0,335.0,4.0,-1.0,0.0,2
41.0,6046.0,14.0,185.0,2.0,-1.0,0.0,2
73.0,934.0,14.0,961.0,5.0,-1.0,0.0,2
47.0,1013.0,15.0,170.0,1.0,92.0,3.0,2
49.0,596.0,15.0,722.0,1.0,-1.0,0.0,2
48.0,2351.0,15.0,150.0,1.0,105.0,3.0,2
46.0,273.0,15.0,1962.0,1.0,105.0,3.0,2
40.0,4775.0,15.0,215.0,1.0,-1.0,0.0,2
57.0,3109.0,15.0,107.0,2.0,105.0,2.0,2
50.0,388.0,15.0,173.0,2.0,99.0,4.0,2
34.0,262.0,15.0,89.0,2.0,106.0,1.0,2
56.0,654.0,15.0,875.0,1.0,-1.0,0.0,2
32.0,1855.0,15.0,126.0,2.0,134.0,1.0,2
50.0,810.0,15.0,91.0,1.0,103.0,3.0,2
54.0,1664.0,15.0,106.0,1.0,105.0,3.0,2
26.0,362.0,15.0,925.0,1.0,104.0,2.0,2
40.0,1293.0,16.0,1702.0,3.0,105.0,2.0,2
31.0,3384.0,16.0,153.0,1.0,104.0,2.0,2
29.0,874.0,16.0,152.0,1.0,103.0,1.0,2
52.0,10943.0,16.0,292.0,1.0,-1.0,0.0,2
38.0,4539.0,16.0,387.0,1.0,-1.0,0.0,2
46.0,2817.0,17.0,543.0,1.0,-1.0,0.0,2
26.0,1646.0,18.0,890.0,5.0,-1.0,0.0,2
25.0,808.0,18.0,267.0,2.0,114.0,2.0,2
28.0,762.0,18.0,115.0,3.0,-1.0,0.0,2
70.0,44.0,18.0,1104.0,2.0,88.0,2.0,2
83.0,425.0,22.0,773.0,1.0,92.0,2.0,2
43.0,2367.0,22.0,83.0,1.0,113.0,3.0,2
45.0,10252.0,22.0,173.0,1.0,141.0,2.0,2
37.0,1000.0,22.0,239.0,1.0,99.0,2.0,2
71.0,4380.0,22.0,369.0,1.0,-1.0,0.0,2
27.0,20585.0,23.0,299.0,1.0,100.0,1.0,2
47.0,2601.0,24.0,261.0,1.0,-1.0,0.0,2
42.0,238.0,25.0,692.0,1.0,-1.0,0.0,2
77.0,0.0,25.0,210.0,1.0,-1.0,0.0,2
61.0,3371.0,28.0,299.0,2.0,-1.0,0.0,2
28.0,0.0,28.0,294.0,2.0,105.0,7.0,2
57.0,10583.0,28.0,341.0,3.0,98.0,3.0,2
34.0,16.0,29.0,316.0,1.0,119.0,1.0,2
50.0,0.0,29.0,159.0,1.0,120.0,2.0,2
40.0,1451.0,30.0,117.0,1.0,121.0,1.0,2
38.0,1711.0,30.0,234.0,1.0,-1.0,0.0,2
84.0,0.0,30.0,992.0,2.0,-1.0,0.0,2
35.0,611.0,1.0,305.0,2.0,121.0,1.0,2
26.0,132.0,1.0,194.0,1.0,119.0,1.0,2
37.0,189.0,1.0,238.0,1.0,107.0,2.0,2
47.0,288.0,1.0,101.0,1.0,-1.0,0.0,2
37.0,1027.0,1.0,137.0,1.0,119.0,1.0,2
28.0,6784.0,1.0,502.0,1.0,115.0,3.0,2
54.0,1464.0,2.0,194.0,2.0,94.0,1.0,2
54.0,8295.0,2.0,849.0,2.0,119.0,1.0,2
61.0,2917.0,6.0,215.0,1.0,-1.0,0.0,2
30.0,158.0,6.0,144.0,1.0,-1.0,0.0,2
60.0,1588.0,6.0,728.0,1.0,-1.0,0.0,2
30.0,655.0,6.0,384.0,2.0,-1.0,0.0,2
57.0,854.0,6.0,480.0,1.0,40.0,5.0,2
44.0,282.0,6.0,296.0,3.0,-1.0,0.0,2
37.0,604.0,7.0,371.0,1.0,495.0,1.0,2
33.0,5437.0,7.0,201.0,1.0,58.0,3.0,2
25.0,1185.0,7.0,290.0,1.0,114.0,1.0,2
54.0,895.0,7.0,335.0,1.0,-1.0,0.0,2
24.0,1857.0,8.0,147.0,1.0,92.0,5.0,2
36.0,4596.0,8.0,234.0,2.0,175.0,2.0,2
42.0,849.0,8.0,667.0,1.0,321.0,1.0,2
29.0,3528.0,8.0,137.0,1.0,-1.0,0.0,2
58.0,565.0,8.0,153.0,1.0,93.0,1.0,2
33.0,1781.0,8.0,611.0,2.0,183.0,1.0,2
27.0,3415.0,9.0,266.0,3.0,184.0,1.0,2
79.0,79.0,9.0,1106.0,2.0,-1.0,0.0,2
60.0,12039.0,12.0,261.0,1.0,187.0,1.0,2
47.0,2524.0,12.0,105.0,1.0,-1.0,0.0,2
56.0,12.0,12.0,511.0,3.0,187.0,1.0,2
25.0,139.0,12.0,138.0,1.0,-1.0,0.0,2
21.0,2488.0,12.0,180.0,1.0,-1.0,0.0,2
73.0,7111.0,12.0,146.0,1.0,-1.0,0.0,2
67.0,361.0,13.0,411.0,2.0,-1.0,0.0,2
51.0,2109.0,13.0,79.0,2.0,-1.0,0.0,2
48.0,1093.0,13.0,1226.0,2.0,-1.0,0.0,2
39.0,385.0,13.0,242.0,1.0,48.0,2.0,2
35.0,2646.0,13.0,221.0,1.0,182.0,1.0,2
61.0,6.0,13.0,210.0,1.0,182.0,2.0,2
62.0,1495.0,13.0,896.0,1.0,57.0,2.0,2
35.0,670.0,13.0,301.0,2.0,-1.0,0.0,2
36.0,592.0,13.0,204.0,2.0,99.0,5.0,2
83.0,1965.0,13.0,1003.0,3.0,-1.0,0.0,2
32.0,2688.0,14.0,216.0,1.0,57.0,1.0,2
23.0,107.0,14.0,84.0,1.0,183.0,1.0,2
50.0,313.0,14.0,958.0,1.0,-1.0,0.0,2
66.0,40.0,14.0,290.0,2.0,-1.0,0.0,2
58.0,4198.0,15.0,441.0,5.0,246.0,5.0,2
30.0,536.0,15.0,244.0,1.0,105.0,1.0,2
54.0,1311.0,15.0,485.0,3.0,184.0,3.0,2
26.0,766.0,15.0,457.0,2.0,-1.0,0.0,2
62.0,1528.0,15.0,134.0,2.0,184.0,1.0,2
43.0,2557.0,15.0,166.0,3.0,183.0,5.0,2
40.0,79.0,15.0,570.0,1.0,135.0,1.0,2
57.0,1318.0,16.0,115.0,1.0,185.0,2.0,2
75.0,3771.0,16.0,186.0,1.0,183.0,1.0,2
77.0,0.0,16.0,847.0,1.0,60.0,1.0,2
31.0,6138.0,16.0,154.0,2.0,119.0,5.0,2
22.0,129.0,16.0,258.0,1.0,-1.0,0.0,2
50.0,469.0,16.0,170.0,1.0,183.0,1.0,2
27.0,893.0,16.0,154.0,2.0,-1.0,0.0,2
34.0,3119.0,16.0,306.0,1.0,-1.0,0.0,2
73.0,519.0,16.0,434.0,1.0,57.0,1.0,2
40.0,2266.0,16.0,447.0,1.0,147.0,5.0,2
37.0,4017.0,16.0,156.0,1.0,-1.0,0.0,2
44.0,643.0,16.0,324.0,1.0,143.0,3.0,2
40.0,2338.0,16.0,717.0,2.0,-1.0,0.0,2
61.0,0.0,16.0,136.0,2.0,-1.0,0.0,2
74.0,4079.0,19.0,343.0,3.0,-1.0,0.0,2
61.0,6481.0,19.0,131.0,1.0,-1.0,0.0,2
47.0,820.0,19.0,98.0,1.0,-1.0,0.0,2
47.0,1784.0,19.0,385.0,2.0,-1.0,0.0,2
76.0,1411.0,19.0,233.0,2.0,187.0,3.0,2
30.0,7529.0,19.0,328.0,1.0,-1.0,0.0,2
22.0,3472.0,20.0,332.0,1.0,183.0,3.0,2
39.0,206.0,20.0,148.0,2.0,195.0,2.0,2
72.0,1388.0,20.0,513.0,1.0,-1.0,0.0,2
77.0,1807.0,20.0,373.0,1.0,-1.0,0.0,2
36.0,480.0,20.0,213.0,1.0,-1.0,0.0,2
65.0,571.0,20.0,349.0,1.0,183.0,2.0,2
54.0,3994.0,20.0,595.0,2.0,187.0,2.0,2
46.0,1693.0,20.0,427.0,1.0,-1.0,0.0,2
28.0,80.0,20.0,676.0,2.0,146.0,2.0,2
61.0,267.0,21.0,192.0,3.0,184.0,1.0,2
53.0,2581.0,21.0,828.0,1.0,189.0,1.0,2
38.0,0.0,21.0,576.0,1.0,183.0,4.0,2
27.0,1134.0,21.0,825.0,1.0,183.0,4.0,2
55.0,309.0,21.0,467.0,2.0,184.0,1.0,2
33.0,6807.0,21.0,512.0,2.0,184.0,1.0,2
87.0,6746.0,21.0,749.0,1.0,-1.0,0.0,2
57.0,375.0,21.0,135.0,1.0,-1.0,0.0,2
33.0,658.0,21.0,307.0,1.0,208.0,1.0,2
51.0,371.0,21.0,287.0,1.0,-1.0,0.0,2
76.0,2693.0,21.0,107.0,2.0,-1.0,0.0,2
64.0,4688.0,21.0,200.0,1.0,-1.0,0.0,2
19.0,329.0,22.0,252.0,2.0,-1.0,0.0,2
33.0,79.0,22.0,249.0,2.0,335.0,2.0,2
55.0,0.0,22.0,360.0,5.0,-1.0,0.0,2
31.0,6281.0,22.0,257.0,1.0,128.0,3.0,2
92.0,775.0,22.0,313.0,3.0,-1.0,0.0,2
35.0,2779.0,22.0,118.0,2.0,-1.0,0.0,2
30.0,411.0,22.0,127.0,3.0,149.0,2.0,2
68.0,2144.0,22.0,277.0,1.0,184.0,2.0,2
42.0,527.0,22.0,181.0,1.0,185.0,1.0,2
41.0,431.0,22.0,133.0,1.0,107.0,2.0,2
29.0,123.0,22.0,247.0,1.0,184.0,3.0,2
27.0,3792.0,22.0,504.0,1.0,183.0,2.0,2
78.0,4807.0,22.0,1002.0,4.0,-1.0,0.0,2
82.0,8603.0,22.0,306.0,3.0,107.0,1.0,2
29.0,2178.0,22.0,260.0,2.0,139.0,1.0,2
78.0,229.0,22.0,97.0,1.0,-1.0,0.0,2
76.0,2991.0,22.0,344.0,1.0,183.0,1.0,2
38.0,4174.0,23.0,336.0,2.0,184.0,5.0,2
60.0,10925.0,23.0,270.0,3.0,185.0,1.0,2
33.0,2411.0,23.0,130.0,1.0,161.0,1.0,2
43.0,14646.0,23.0,210.0,1.0,-1.0,0.0,2
61.0,86.0,23.0,149.0,1.0,-1.0,0.0,2
43.0,11115.0,23.0,476.0,1.0,74.0,2.0,2
73.0,796.0,23.0,427.0,1.0,182.0,2.0,2
57.0,6900.0,23.0,255.0,4.0,185.0,2.0,2
33.0,5878.0,23.0,438.0,1.0,430.0,2.0,2
77.0,1780.0,23.0,221.0,2.0,183.0,3.0,2
35.0,183.0,23.0,281.0,1.0,52.0,4.0,2
59.0,3648.0,23.0,257.0,2.0,126.0,3.0,2
76.0,4112.0,23.0,282.0,2.0,-1.0,0.0,2
73.0,542.0,26.0,355.0,1.0,180.0,5.0,2
81.0,243.0,27.0,131.0,1.0,-1.0,0.0,2
41.0,942.0,27.0,143.0,1.0,188.0,1.0,2
57.0,254.0,27.0,207.0,1.0,-1.0,0.0,2
28.0,0.0,27.0,96.0,1.0,267.0,1.0,2
38.0,0.0,27.0,297.0,1.0,75.0,3.0,2
30.0,398.0,27.0,102.0,1.0,180.0,3.0,2
52.0,992.0,27.0,424.0,1.0,515.0,1.0,2
22.0,23.0,27.0,137.0,1.0,-1.0,0.0,2
53.0,732.0,27.0,759.0,2.0,-1.0,0.0,2
60.0,4629.0,27.0,624.0,1.0,-1.0,0.0,2
56.0,0.0,27.0,298.0,1.0,111.0,8.0,2
38.0,70.0,27.0,255.0,3.0,148.0,1.0,2
44.0,5063.0,27.0,418.0,2.0,-1.0,0.0,2
69.0,4572.0,27.0,146.0,2.0,56.0,1.0,2
29.0,1788.0,27.0,353.0,1.0,-1.0,0.0,2
52.0,659.0,27.0,113.0,1.0,-1.0,0.0,2
36.0,129.0,27.0,149.0,1.0,-1.0,0.0,2
50.0,3463.0,28.0,96.0,1.0,-1.0,0.0,2
75.0,4984.0,28.0,509.0,1.0,-1.0,0.0,2
65.0,1004.0,28.0,371.0,1.0,-1.0,0.0,2
64.0,4787.0,28.0,501.0,1.0,-1.0,0.0,2
30.0,914.0,28.0,524.0,3.0,272.0,1.0,2
57.0,2326.0,28.0,207.0,1.0,194.0,1.0,2
31.0,81.0,29.0,164.0,2.0,-1.0,0.0,2
52.0,2230.0,29.0,423.0,3.0,-1.0,0.0,2
36.0,203.0,29.0,139.0,1.0,-1.0,0.0,2
64.0,3951.0,29.0,164.0,1.0,-1.0,0.0,2
54.0,240.0,29.0,142.0,1.0,-1.0,0.0,2
26.0,338.0,29.0,209.0,1.0,188.0,2.0,2
51.0,0.0,29.0,1707.0,2.0,-1.0,0.0,2
72.0,0.0,29.0,189.0,3.0,-1.0,0.0,2
30.0,944.0,29.0,251.0,2.0,-1.0,0.0,2
60.0,5.0,29.0,401.0,1.0,-1.0,0.0,2
30.0,697.0,29.0,215.0,3.0,80.0,5.0,2
45.0,0.0,29.0,264.0,1.0,-1.0,0.0,2
66.0,1948.0,29.0,106.0,2.0,269.0,2.0,2
50.0,3654.0,29.0,215.0,2.0,78.0,2.0,2
54.0,962.0,29.0,288.0,3.0,-1.0,0.0,2
47.0,551.0,29.0,124.0,1.0,-1.0,0.0,2
53.0,395.0,29.0,136.0,1.0,148.0,1.0,2
47.0,159.0,29.0,220.0,3.0,155.0,3.0,2
80.0,997.0,29.0,746.0,2.0,86.0,1.0,2
61.0,477.0,29.0,377.0,1.0,520.0,1.0,2
47.0,3663.0,29.0,424.0,2.0,213.0,3.0,2
30.0,853.0,29.0,279.0,1.0,148.0,1.0,2
21.0,8278.0,29.0,445.0,1.0,-1.0,0.0,2
62.0,7458.0,30.0,212.0,2.0,-1.0,0.0,2
41.0,0.0,30.0,373.0,3.0,-1.0,0.0,2
49.0,348.0,30.0,125.0,1.0,-1.0,0.0,2
26.0,44.0,30.0,217.0,1.0,-1.0,0.0,2
36.0,1193.0,30.0,640.0,1.0,-1.0,0.0,2
87.0,230.0,30.0,144.0,1.0,-1.0,0.0,2
61.0,8729.0,30.0,480.0,1.0,-1.0,0.0,2
70.0,2384.0,30.0,196.0,2.0,-1.0,0.0,2
60.0,3401.0,30.0,294.0,1.0,270.0,1.0,2
41.0,881.0,30.0,257.0,3.0,-1.0,0.0,2
46.0,3512.0,30.0,175.0,1.0,197.0,1.0,2
22.0,1522.0,30.0,368.0,2.0,-1.0,0.0,2
60.0,4243.0,30.0,416.0,2.0,-1.0,0.0,2
54.0,473.0,2.0,182.0,1.0,81.0,1.0,2
35.0,5462.0,2.0,188.0,1.0,186.0,1.0,2
59.0,4412.0,2.0,162.0,2.0,-1.0,0.0,2
55.0,2037.0,2.0,209.0,2.0,273.0,1.0,2
29.0,10332.0,2.0,46.0,3.0,-1.0,0.0,2
35.0,1133.0,3.0,102.0,1.0,-1.0,0.0,2
44.0,205.0,3.0,289.0,1.0,-1.0,0.0,2
48.0,0.0,3.0,1233.0,1.0,351.0,2.0,2
35.0,1224.0,3.0,187.0,1.0,-1.0,0.0,2
37.0,238.0,3.0,149.0,1.0,-1.0,0.0,2
36.0,62.0,3.0,566.0,1.0,182.0,7.0,2
52.0,2398.0,3.0,412.0,1.0,-1.0,0.0,2
67.0,704.0,3.0,537.0,1.0,-1.0,0.0,2
36.0,506.0,3.0,217.0,1.0,70.0,2.0,2
64.0,2352.0,3.0,181.0,4.0,183.0,7.0,2
45.0,360.0,3.0,215.0,1.0,-1.0,0.0,2
29.0,938.0,3.0,358.0,1.0,-1.0,0.0,2
33.0,1697.0,3.0,179.0,1.0,-1.0,0.0,2
62.0,2.0,3.0,322.0,1.0,-1.0,0.0,2
27.0,1720.0,3.0,284.0,2.0,273.0,1.0,2
76.0,1492.0,3.0,383.0,1.0,-1.0,0.0,2
34.0,1778.0,4.0,358.0,1.0,162.0,2.0,2
54.0,0.0,6.0,464.0,5.0,192.0,8.0,2
67.0,942.0,6.0,455.0,2.0,84.0,2.0,2
24.0,556.0,6.0,368.0,2.0,80.0,2.0,2
33.0,1699.0,6.0,178.0,2.0,94.0,1.0,2
53.0,10541.0,9.0,178.0,1.0,-1.0,0.0,2
33.0,1536.0,9.0,262.0,1.0,94.0,2.0,2
24.0,235.0,9.0,118.0,1.0,-1.0,0.0,2
32.0,935.0,9.0,165.0,1.0,91.0,7.0,2
60.0,10861.0,9.0,98.0,1.0,91.0,2.0,2
64.0,2331.0,9.0,201.0,1.0,-1.0,0.0,2
34.0,2374.0,9.0,161.0,1.0,209.0,2.0,2
35.0,1228.0,9.0,696.0,2.0,88.0,12.0,2
24.0,125.0,9.0,263.0,1.0,90.0,1.0,2
38.0,3141.0,9.0,347.0,4.0,189.0,2.0,2
45.0,160.0,10.0,182.0,2.0,194.0,1.0,2
42.0,2816.0,10.0,193.0,2.0,-1.0,0.0,2
63.0,109.0,10.0,406.0,2.0,-1.0,0.0,2
40.0,0.0,10.0,147.0,1.0,96.0,8.0,2
31.0,2666.0,10.0,318.0,2.0,97.0,6.0,2
44.0,1534.0,10.0,95.0,1.0,95.0,3.0,2
61.0,2557.0,10.0,89.0,1.0,91.0,4.0,2
67.0,405.0,10.0,344.0,2.0,95.0,2.0,2
33.0,22867.0,10.0,266.0,2.0,92.0,3.0,2
57.0,2155.0,10.0,144.0,3.0,91.0,2.0,2
71.0,1311.0,10.0,301.0,2.0,91.0,1.0,2
79.0,2661.0,10.0,254.0,5.0,-1.0,0.0,2
52.0,94.0,10.0,293.0,3.0,190.0,10.0,2
48.0,201.0,10.0,594.0,1.0,91.0,1.0,2
47.0,0.0,10.0,213.0,1.0,190.0,1.0,2
27.0,4590.0,10.0,131.0,4.0,89.0,3.0,2
49.0,3371.0,11.0,269.0,2.0,-1.0,0.0,2
23.0,598.0,11.0,406.0,1.0,195.0,1.0,2
26.0,943.0,11.0,166.0,1.0,195.0,1.0,2
40.0,9366.0,11.0,69.0,3.0,-1.0,0.0,2
32.0,6746.0,11.0,199.0,1.0,-1.0,0.0,2
33.0,1076.0,11.0,131.0,1.0,96.0,5.0,2
35.0,0.0,11.0,229.0,2.0,96.0,3.0,2
53.0,1624.0,11.0,166.0,3.0,97.0,7.0,2
20.0,801.0,11.0,244.0,2.0,-1.0,0.0,2
44.0,1070.0,11.0,172.0,1.0,91.0,5.0,2
53.0,4401.0,11.0,241.0,1.0,92.0,1.0,2
21.0,123.0,11.0,513.0,1.0,91.0,1.0,2
36.0,3623.0,12.0,71.0,1.0,378.0,1.0,2
31.0,533.0,12.0,90.0,3.0,93.0,6.0,2
42.0,994.0,12.0,227.0,3.0,93.0,6.0,2
27.0,168.0,12.0,123.0,1.0,196.0,1.0,2
33.0,386.0,12.0,253.0,1.0,92.0,4.0,2
29.0,1026.0,12.0,226.0,1.0,92.0,1.0,2
54.0,1213.0,12.0,241.0,1.0,-1.0,0.0,2
30.0,2424.0,12.0,110.0,1.0,279.0,1.0,2
51.0,346.0,12.0,134.0,2.0,192.0,3.0,2
32.0,1331.0,12.0,126.0,1.0,92.0,5.0,2
54.0,2206.0,12.0,104.0,1.0,99.0,2.0,2
82.0,0.0,12.0,226.0,1.0,-1.0,0.0,2
47.0,4693.0,12.0,89.0,1.0,97.0,3.0,2
48.0,1230.0,12.0,169.0,1.0,196.0,2.0,2
77.0,3417.0,12.0,134.0,1.0,-1.0,0.0,2
